Player,SCA,gcaPassLive,gcaTO,gcaSh,gcaFld,gcaDef
Angelo Ogbonna,6,5,0,0,0,1
Florent Ogier,11,9,0,0,0,0
Marios Oikonomou,0,0,0,0,0,0
David Okereke,73,42,11,7,10,2
Caleb Okoli,2,1,0,1,0,0
Olasagasti,1,0,0,0,0,1
Lucas Olaza,29,20,1,0,1,0
Finn Ole Becker,11,8,0,1,1,0
Mathias Olesen,4,4,0,0,0,0
Michael Olise,143,75,15,4,9,3
Brian Oliván,53,42,1,1,1,2
Lucas Oliveira Rosa,19,13,0,0,2,0
Mathías Olivera,43,37,1,1,0,1
Dani Olmo,64,51,4,4,2,0
Jan Olschowsky,0,0,0,0,0,0
Robin Olsen,0,0,0,0,0,0
Warmed Omari,13,10,0,1,1,1
Jonas Omlin,1,1,0,0,0,0
Jonas Omlin,3,2,0,0,0,0
Ado Onaiwu,20,18,0,0,2,0
Amadou Onana,45,35,1,2,5,2
André Onana,8,6,0,0,0,0
Jean Onana,12,9,0,2,0,1
Karim Onisiwo,85,58,9,9,8,1
Josh Onomah,0,0,0,0,0,0
Paul Onuachu,7,5,0,1,1,0
Frank Onyeka,23,16,0,1,6,0
Loïs Openda,67,39,10,10,6,1
Willi Orban,24,16,0,5,3,0
Ivan Ordets,22,15,1,4,2,0
Divock Origi,24,15,3,3,3,0
Aimar Oroz,77,61,5,3,4,3
Mislav Oršić,0,0,0,0,0,0
Riccardo Orsolini,98,46,6,10,9,1
Stefan Ortega,0,0,0,0,0,0
Pedro Ortiz,0,0,0,0,0,0
Jordi Osei-Tutu,16,7,2,2,3,0
Victor Osimhen,80,54,5,11,8,2
Patrick Osterhage,11,7,0,1,1,1
Paulo Otávio,39,33,1,3,0,0
Dango Ouattara,44,26,8,4,4,1
Dango Ouattara,63,31,12,5,11,3
Remi Oudin,61,23,3,6,0,0
Zinédine Ould Khaled,1,1,0,0,0,0
Azzedine Ounahi,5,1,2,1,1,0
Azzedine Ounahi,43,34,4,3,1,0
Adam Ounas,2,0,1,1,0,0
Adam Ounas,56,36,4,3,2,0
Thomas Ouwejan,29,12,0,0,0,1
Reece Oxford,1,1,0,0,0,0
Alex Oxlade-Chamberlain,9,8,0,1,0,0
Mikel Oyarzabal,31,25,0,1,3,0
Salih Özcan,24,21,0,0,0,1
Cenk Özkacar,18,15,0,3,0,0
David Ozoh,0,0,0,0,0,0
Levin Öztunalı,1,1,0,0,0,0
Fernando Pacheco,0,0,0,0,0,0
Fernando Pacheco,5,3,0,0,0,0
Jon Pacheco,4,3,0,0,0,0
Gonçalo Paciência,18,12,1,2,3,0
Simone Pafundi,4,3,0,0,1,0
Exequiel Palacios,51,44,1,1,3,2
Helibelton Palacios,21,18,0,0,1,0
Ante Palaversa,2,1,0,0,0,0
Isaac Palazón Camacho,128,67,8,8,11,2
João Palhinha,30,21,0,4,1,4
Nicolas Pallois,10,7,1,1,0,1
Cole Palmer,20,11,3,4,2,0
Erik Palmer-Brown,21,17,0,1,0,2
Emerson Palmieri,29,20,1,1,2,1
Miloš Pantović,3,2,0,0,1,0
Flavio Paoletti,4,4,0,0,0,0
Antonios Papadopoulos,0,0,0,0,0,0
Lucas Paquetá,79,57,4,8,6,3
Lucas Paquetá,9,5,1,1,0,2
Aitor Paredes,5,3,0,2,0,0
Kevin Paredes,25,22,1,0,2,0
Leandro Paredes,46,28,2,1,0,0
Leandro Paredes,4,4,0,0,0,0
Daniel Parejo,113,84,1,1,1,0
Fabiano Parisi,62,42,7,2,6,1
Moises Parra Gutierrez,0,0,0,0,0,0
Raúl Parra,2,2,0,0,0,0
Thomas Partey,71,62,1,2,1,3
Marco Pašalić,1,1,0,0,0,0
Mario Pašalić,51,46,2,2,0,1
Pascu,1,1,0,0,0,0
Felix Passlack,6,4,0,0,1,1
Javier Pastore,0,0,0,0,0,0
Patric,6,6,0,0,0,0
Rui Patrício,2,0,0,0,0,1
Nathan Patterson,20,16,0,0,2,1
Paulinho,1,1,0,0,0,0
Gabriel Paulista,8,7,0,1,0,0
Benjamin Pavard,45,37,0,4,0,4
Jiří Pavlenka,3,3,0,0,0,0
Dimitri Payet,53,33,6,1,2,0
Ben Pearson,2,1,0,1,0,0
Kristian Pedersen,1,1,0,0,0,0
Mads Pedersen,43,27,3,3,3,0
Alfonso Pedraza,39,30,5,3,0,1
Pedri,87,74,1,2,3,1
Pedro,53,36,6,6,2,2
Adrià Pedrosa,7,7,0,0,0,0
Jordan Pefok,29,24,0,3,2,0
Gianluca Pegolo,0,0,0,0,0,0
Dženan Pejčinović,0,0,0,0,0,0
Peter Pekarík,1,1,0,0,0,0
Pietro Pellegri,8,7,1,0,0,0
Lorenzo Pellegrini,132,64,3,9,6,1
Luca Pellegrini,16,13,2,0,0,0
Luca Pellegrini,14,6,1,0,2,0
Théo Pellenard,1,0,0,1,0,0
Facundo Pellistri,1,1,0,0,0,0
Timothee Pembele,4,3,1,0,0,0
Iñaki Peña,0,0,0,0,0,0
Rubén Peña,21,15,4,0,0,0
Patrick Pentz,2,1,0,0,0,0
Nicolas Pépé,56,34,2,4,4,0
Ricardo Pepi,2,2,0,0,0,0
Pepín,23,22,0,0,1,0
Alberto Perea,1,0,0,0,1,0
Juan Perea,9,5,1,0,3,0
Andreas Pereira,118,57,2,9,6,0
Brayann Pereira,0,0,0,0,0,0
Danilo Pereira,23,19,0,2,1,1
Mathias Pereira Lage,28,19,2,1,3,0
Ricardo Pereira,15,14,0,0,1,0
Roberto Pereyra,104,91,7,5,1,0
Ayoze Pérez,14,11,0,0,1,0
Ayoze Pérez,49,33,9,3,3,1
Carles Pérez,68,45,12,6,5,0
Francisco Perez,1,1,0,0,0,0
Kike Pérez,77,60,3,5,6,0
Lucas Pérez,16,11,2,1,0,1
Luis Pérez,26,23,0,0,2,0
Nehuén Pérez,28,24,0,1,0,1
Simone Perilli,0,0,0,0,0,0
Mattia Perin,0,0,0,0,0,0
Samuele Perisan,0,0,0,0,0,0
Ivan Perišić,75,55,1,2,1,0
Romain Perraud,38,23,4,8,1,1
Gaëtan Perrin,58,34,12,2,2,1
Lucas Perrin,15,13,0,1,0,1
Máximo Perrone,1,1,0,0,0,0
Matteo Pessina,69,57,2,0,7,2
Andrea Petagna,41,32,4,4,1,0
Nils Petersen,5,3,0,2,0,0
Lukas Petkov,3,3,0,0,0,0
Cameron Peupion,0,0,0,0,0,0
Germán Pezzella,15,13,1,0,0,1
Giuseppe Pezzella,17,14,0,0,1,0
Luca Pfeiffer,24,20,0,2,2,0
Maximilian Philipp,1,1,0,0,0,0
Maximilian Philipp,13,7,1,2,2,0
Kalvin Phillips,7,5,0,2,0,0
Nathaniel Phillips,1,1,0,0,0,0
Krzysztof Piątek,53,36,5,6,5,1
Roberto Piccoli,1,0,0,1,0,0
Roberto Piccoli,9,6,1,2,0,0
Charles Pickel,52,49,0,2,0,0
Jordan Pickford,10,4,0,0,0,0
Amos Pieper,19,17,0,1,1,0
Ronaël Pierre-Gabriel,4,4,0,0,0,0
Ronaël Pierre-Gabriel,15,8,1,1,1,1
Andrea Pinamonti,53,34,1,10,7,1
Ethan Pinnock,25,18,0,3,1,0
Yeremi Pino,87,61,8,11,6,0
Gerard Piqué,5,5,0,0,0,0
Lorenzo Pirola,11,5,0,4,1,0
Niccolò Pisilli,0,0,0,0,0,0
Marko Pjaca,27,17,3,2,1,0
Óscar Plano,56,46,1,4,4,1
Gonzalo Plata,93,66,9,1,8,2
Marvin Plattenhardt,59,25,1,0,3,0
Alassane Pléa,67,56,2,3,3,1
Tommaso Pobega,22,15,1,3,2,1
Daniel Podence,69,46,3,8,2,1
Paul Pogba,8,3,1,1,3,0
Joel Pohjanpalo,0,0,0,0,0,0
Matteo Politano,71,45,8,6,4,0
Sebastian Polter,16,13,0,2,1,0
Ezequiel Ponce,25,20,0,4,1,0
Julien Ponceau,50,45,2,0,2,0
Marin Pongračić,6,4,0,0,0,1
Nick Pope,5,4,0,0,0,0
Łukasz Poręba,9,8,0,0,0,1
Jackson Porozo,9,8,0,1,0,0
Pedro Porro,41,29,1,2,1,1
Francisco Portillo,26,24,1,0,0,1
Portu,53,37,5,3,4,0
Stefan Posch,54,41,3,1,4,1
Stefan Posch,0,0,0,0,0,0
Yussuf Poulsen,13,7,3,2,1,0
José Pozo,7,7,0,0,0,0
Manuel Pozo,2,1,1,0,0,0
Alejandro Pozo Pozo,49,38,2,2,0,1
Dennis Praet,14,11,0,1,0,0
Abdón Prats,5,5,0,0,0,0
Sanjin Prcić,37,27,1,1,4,0
Isaac Price,2,1,1,0,0,0
Grischa Prömel,20,12,0,2,3,2
Ivan Provedel,7,7,0,0,0,0
Javi Puado,57,35,8,8,4,0
Mehdi Puch Herrantz,3,2,1,0,0,0
Tymoteusz Puchacz,2,1,0,0,0,0
Arnau Puigmal,26,20,1,0,2,2
Christian Pulisic,24,21,0,3,0,0
Ignacio Pussetto,2,2,0,0,0,0
Niklas Pyyhtiä,3,2,0,1,0,0
Fabio Quagliarella,23,19,1,3,0,0
Giacomo Quagliata,28,16,0,1,4,0
Eduardo Quaresma,2,1,0,0,1,0
Joshua Quarshie,0,0,0,0,0,0
Ghjuvanni Quilichini,0,0,0,0,0,0
Domingos Quina,6,5,0,0,0,0
Rubén Quintanilla,0,0,0,0,0,0
Adrien Rabiot,82,68,3,6,3,2
Nemanja Radonjić,49,28,14,2,1,0
Ivan Radovanović,2,0,0,0,2,0
Ionuț Radu,6,5,0,0,0,0
Ionuț Radu,3,3,0,0,0,0
Ștefan Radu,0,0,0,0,0,0
Antonio Raillo,15,11,0,1,2,0
Antonio Raimondo,0,0,0,0,0,0
Predrag Rajković,11,8,0,0,0,0
Ivan Rakitić,66,45,0,2,3,2
Diant Ramaj,0,0,0,0,0,0
Largie Ramazani,42,24,9,4,2,2
Simon Ramet,0,0,0,0,0,0
Adil Rami,9,7,0,1,0,1
Chris Ramos,12,8,1,1,2,0
Sergio Ramos,21,16,0,2,3,0
Aaron Ramsdale,3,3,0,0,0,0
Aaron Ramsey,62,42,0,5,1,0
Jacob Ramsey,81,69,4,2,5,1
Luca Ranieri,4,4,0,0,0,0
Andrea Ranocchia,0,0,0,0,0,0
Filippo Ranocchia,19,8,1,5,1,0
Lilian Raolisoa,6,5,0,0,0,0
Raphinha,117,77,4,9,4,1
Nicolai Rapp,0,0,0,0,0,0
Elba Rashani,46,37,1,5,2,1
Marcus Rashford,98,61,17,14,4,1
Giacomo Raspadori,0,0,0,0,0,0
Giacomo Raspadori,43,27,1,5,2,0
Rafael Ratão,58,47,2,7,1,1
David Raum,57,28,3,3,1,0
Nicola Ravaglia,0,0,0,0,0,0
Rayan Raveloson,42,36,1,3,1,1
David Raya,12,9,0,0,0,0
Tim Ream,24,23,0,0,0,1
Ante Rebić,34,23,1,4,4,1
Arkadiusz Reca,50,39,3,4,1,1
Nathan Redmond,0,0,0,0,0,0
Harrison Reed,74,64,2,3,3,0
Sergio Reguilón,13,11,1,0,0,0
Bobby Reid,54,36,3,5,7,2
Pepe Reina,0,0,0,0,0,0
Jeff Reine-Adélaïde,6,6,0,0,0,0
Jeff Reine-Adélaïde,20,16,1,1,0,1
Reinier,19,16,1,1,1,0
Rocco Reitz,0,0,0,0,0,0
Karim Rekik,14,12,0,1,1,0
Álex Remiro,6,3,0,0,0,0
Panagiotis Retsos,1,0,0,0,0,0
Marco Reus,52,36,1,9,2,0
Alejandro Revuelta Montero,0,0,0,0,0,0
Elvis Rexhbeçaj,39,31,0,2,5,0
Gio Reyna,28,24,0,3,1,0
Chadi Riad,0,0,0,0,0,0
Nico Ribaudo,51,34,1,2,4,3
Alexsandro Ribeiro,11,9,0,2,0,0
Franck Ribéry,1,0,0,0,1,0
Samuele Ricci,38,27,2,4,2,0
Declan Rice,100,86,1,1,2,3
Chris Richards,2,1,0,1,0,0
Richarlison,35,22,1,4,8,0
Marco Richter,58,37,5,7,1,1
Diego Rico,33,26,1,1,1,2
Jaïro Riedewald,0,0,0,0,0,0
Manuel Riemann,21,17,0,0,0,0
Tomás Rincón,39,35,0,1,1,2
Rémy Riou,1,1,0,0,0,0
Renaud Ripart,40,29,2,5,4,0
Rodrigo Riquelme,69,46,10,4,3,0
Matt Ritchie,1,1,0,0,0,0
Sergi Roberto,29,24,0,4,1,0
Lucas Robertone,109,74,3,2,4,1
Andrew Robertson,95,59,1,4,1,3
Antonee Robinson,58,52,2,0,1,1
Joel Robles,0,0,0,0,0,0
Joel Roca,5,3,0,1,1,0
Marc Roca,52,34,2,3,2,1
Enzo Roco,12,9,1,1,0,1
Marek Rodák,0,0,0,0,0,0
Sebastian Rode,32,29,0,1,2,0
Joe Rodon,3,3,0,0,0,0
Rodri,92,80,4,6,1,1
Rodri,58,49,3,3,2,0
Rodrigo,45,30,4,8,2,1
Ángel Rodríguez,5,4,0,0,1,0
Óscar Rodríguez Arnaiz,58,39,2,6,0,0
Dani Rodríguez,54,39,4,3,3,1
Guido Rodríguez,37,32,0,2,2,0
Miguel Rodríguez,7,7,0,0,0,0
Pablo Rodríguez,0,0,0,0,0,0
Ricardo Rodríguez,57,46,1,2,0,0
Rodrygo,133,78,25,9,15,1
Mads Roerslev,13,13,0,0,0,0
Agustín Rogel,7,5,0,0,1,0
Rogério,74,62,1,1,4,0
Merlin Röhl,2,2,0,0,0,0
Tony Rölke,0,0,0,0,0,0
Filippo Romagna,0,0,0,0,0,0
Alessio Romagnoli,14,11,0,0,0,0
Simone Romagnoli,0,0,0,0,0,0
Leonardo Román,0,0,0,0,0,0
Cristian Romero,24,22,0,0,1,1
Iván Romero,0,0,0,0,0,0
Luka Romero,4,4,0,0,0,0
Oriol Romeu,3,2,0,0,1,0
Oriol Romeu,56,49,0,4,2,1
Cristiano Ronaldo,10,9,0,0,1,0
Connor Ronan,1,1,0,0,0,0
Salomón Rondón,4,4,0,0,0,0
Valentin Rongier,72,64,3,1,1,3
Marten de Roon,51,45,1,1,3,1
Pablo Rosario,42,34,3,1,1,0
Francesco Rossi,0,0,0,0,0,0
Tom Rothe,0,0,0,0,0,0
Joe Rothwell,24,16,1,1,0,0
Anthony Rouault,13,10,0,2,0,1
Jérôme Roussillon,0,0,0,0,0,0
Jérôme Roussillon,22,16,4,0,1,0
Nicolò Rovella,53,41,1,1,2,3
Nicolò Rovella,0,0,0,0,0,0
Amir Rrahmani,26,23,1,1,0,1
Ruan,6,6,0,0,0,0
Rubén,19,15,3,0,0,1
Antonio Rüdiger,18,16,0,1,1,0
Sebastian Rudy,23,11,0,0,0,0
Daniele Rugani,1,1,0,0,0,0
Matteo Ruggeri,17,17,0,0,0,0
Mário Rui,87,63,1,0,1,1
Aitor Ruibal,37,26,5,4,1,1
Kays Ruiz,0,0,0,0,0,0
Fabián Ruiz Peña,41,37,1,2,0,1
Víctor Ruiz,4,4,0,0,0,0
Gerónimo Rulli,1,1,0,0,0,0
Alessandro Russo,0,0,0,0,0,0
Franco Russo,0,0,0,0,0,0
Georginio Rutter,6,5,0,0,1,0
Georginio Rutter,37,22,9,2,4,0
Julian Ryerson,27,18,5,2,1,0
Julian Ryerson,28,23,2,0,0,0
Frederik Rønnow,7,7,0,0,0,0
José Sá,1,0,0,0,0,0
Youssouf Sabaly,33,19,7,1,3,1
Halid Šabanović,3,2,0,0,0,0
Abdelhamid Sabiri,41,22,3,4,5,0
Marcel Sabitzer,20,16,0,1,2,0
Marcel Sabitzer,11,9,0,0,0,2
Falaye Sacko,38,33,2,0,0,1
Umar Sadiq,6,4,1,0,1,0
Umar Sadiq,1,0,0,0,1,0
Alexis Saelemaekers,63,42,7,7,2,0
Wesley Saïd,23,11,9,3,0,0
Allan Saint-Maximin,65,49,10,3,3,0
Théo Sainte-Luce,11,7,0,0,0,0
Samuel Sáiz,6,6,0,0,0,0
Bukayo Saka,161,106,8,11,7,2
Hamza Sakhi,71,57,1,3,2,0
Mamadou Sakho,4,2,0,1,0,1
Jacopo Sala,2,0,0,0,1,0
Ibrahim Salah,12,9,3,0,0,0
Mohamed Salah,140,106,12,12,6,2
Amine Salama,27,18,4,3,2,0
Kike Salas,1,0,0,1,0,0
William Saliba,14,11,1,0,0,0
Dikeni-Rafid Salifou,0,0,0,0,0,0
Mohammed Salisu,25,16,1,3,0,0
Roland Sallai,39,23,4,2,8,1
Yoann Salmier,22,18,0,2,1,1
Salvi,19,15,0,3,0,1
Lazar Samardzic,98,54,6,7,1,3
Diadie Samassékou,0,0,0,0,0,0
Mama Samba Baldé,64,35,12,7,8,2
Brice Samba,3,3,0,0,0,0
Albert Sambi Lokonga,4,3,0,0,1,0
Albert Sambi Lokonga,6,5,0,0,1,0
Junior Sambia,22,17,4,1,0,0
Fede San Emeterio,18,15,0,2,0,1
Antonio Sanabria,50,41,5,2,1,1
Leandro Sanca,0,0,0,0,0,0
Oihan Sancet,95,76,7,5,5,1
Renato Sanches,19,15,0,3,0,0
Alexis Sánchez,116,87,5,10,11,1
Antonio Sánchez,18,12,1,3,2,0
Davinson Sánchez,5,5,0,0,0,0
Iván Sánchez,42,31,4,2,1,0
Javi Sánchez,16,14,1,0,1,0
Manu Sánchez,61,55,2,0,1,2
Robert Sánchez,2,2,0,0,0,0
Jadon Sancho,87,80,4,2,0,0
Alex Sandro,36,32,2,0,1,1
Leroy Sané,93,72,7,7,4,2
Sidi Sané,0,0,0,0,0,0
Morgan Sanson,0,0,0,0,0,0
Morgan Sanson,48,34,1,6,2,2
Nicola Sansone,31,19,3,2,4,0
Baptiste Santamaria,37,35,0,2,0,0
Riccardo Saponara,49,36,4,5,3,1
Pablo Sarabia,31,21,0,5,0,0
Pablo Sarabia,19,12,0,0,1,0
Jeremy Sarmiento,10,6,1,2,1,0
Amin Sarr,9,7,0,0,2,0
Bouna Sarr,0,0,0,0,0,0
Malang Sarr,8,8,0,0,0,0
Mamadou Sarr,0,0,0,0,0,0
Mouhamadou Sarr,0,0,0,0,0,0
Martin Satriano,32,19,4,5,4,0
Téji Savanier,130,63,11,1,14,0
Esteban Saveljich,0,0,0,0,0,0
Stefan Savić,11,11,0,0,0,0
Joe Scally,35,26,1,1,3,0
Giorgio Scalvini,33,29,2,0,0,1
Gianluca Scamacca,24,20,1,2,0,1
Gustavo Scarpa,10,3,1,1,3,1
Kevin Schade,27,15,6,2,4,0
Kevin Schade,1,0,0,0,1,0
András Schäfer,10,8,0,0,2,0
Fabian Schär,59,43,2,9,2,3
Derry Scherhant,4,1,2,1,0,0
Patrik Schick,28,21,1,3,3,0
Kingsley Schindler,27,20,0,3,2,0
Xaver Schlager,30,26,0,0,2,2
Keven Schlotterbeck,0,0,0,0,0,0
Keven Schlotterbeck,5,4,0,1,0,0
Nico Schlotterbeck,32,24,2,3,1,2
Jeffrey Schlupp,44,34,3,5,1,1
Kasper Schmeichel,10,7,0,0,0,0
Jonathan Schmid,2,1,1,0,0,0
Romano Schmid,49,43,3,1,2,0
Kenneth Schmidt,3,3,0,0,0,0
Niklas Schmidt,50,39,4,3,3,0
Benno Schmitz,52,42,0,0,1,0
Jerdy Schouten,56,53,0,2,0,1
Perr Schuurs,20,14,3,1,1,1
Marvin Schwäbe,4,4,0,0,0,0
Alexander Schwolow,10,4,0,1,0,0
Manuel Sebastián,2,2,0,0,0,0
Demba Seck,14,12,1,0,1,0
Haris Seferović,17,12,2,1,2,0
Telasco Segovia,0,0,0,0,0,0
Jacopo Segre,0,0,0,0,0,0
Paul Seguin,21,19,0,1,0,1
Alidu Seidu,23,15,1,1,4,2
Davie Selke,8,4,1,1,2,0
Davie Selke,22,15,2,4,1,0
Matz Sels,4,3,0,0,0,0
Nélson Semedo,35,28,0,4,3,0
Vivaldo Semedo,0,0,0,0,0,0
Antoine Semenyo,7,3,2,1,1,0
Marvin Senaya,1,1,0,0,0,0
Marcos Senesi,16,14,0,1,0,0
Stefano Sensi,63,38,0,2,4,1
Jaime Seoane,10,7,0,0,1,1
Luigi Sepe,1,1,0,0,0,0
Suat Serdar,41,29,4,2,4,1
Leonardo Sernicola,55,40,1,3,5,1
Ryan Sessegnon,23,16,0,5,1,1
Stephan El Shaarawy,72,49,9,4,2,0
Eniss Shabani,0,0,0,0,0,0
Luke Shaw,67,50,3,1,4,0
Jonjo Shelvey,0,0,0,0,0,0
Jonjo Shelvey,16,11,0,1,0,0
Eldor Shomurodov,19,17,2,0,0,0
Eldor Shomurodov,2,1,1,0,0,0
Kaj Sierhuis,4,3,0,0,1,0
Vincent Sierro,14,8,0,2,0,0
Kiliann Sildillia,28,16,1,1,2,0
André Silva,63,46,4,7,6,0
Bernardo Silva,75,65,4,1,3,1
Caio Henrique Oliveira Silva,96,63,2,1,1,1
David Silva,77,67,3,4,1,2
Rui Silva,1,1,0,0,0,0
Thiago Silva,18,16,0,1,0,0
Marco Silvestri,8,7,0,0,0,0
Abdallah Sima,34,24,1,4,5,0
Mohamed Simakan,28,21,3,2,2,0
Giovanni Simeone,11,10,0,1,0,0
Ellis Simms,6,4,1,1,0,0
Simo,1,1,0,0,0,0
Moses Simon,85,58,7,7,3,0
Unai Simón,2,2,0,0,0,0
Lassine Sinayoko,61,42,4,9,5,1
Wilfried Singo,45,29,7,7,2,0
Luis Sinisterra,33,26,2,2,2,1
Daley Sinkgraven,9,7,1,1,0,0
Tobias Sippel,0,0,0,0,0,0
Hugo Siquet,0,0,0,0,0,0
Salvatore Sirigu,0,0,0,0,0,0
Ibrahima Sissoko,32,25,0,2,4,1
Moussa Sissoko,35,32,0,3,0,0
Tim Skarke,1,1,0,0,0,0
Tim Skarke,19,12,0,1,1,1
Ellyes Skhiri,56,48,1,5,0,2
Oliver Skipp,27,24,0,0,2,1
Leo Skiri Østigård,2,2,0,0,0,0
Łukasz Skorupski,4,1,0,0,0,0
Robert Skov,46,28,2,5,3,0
Milan Škriniar,11,11,0,0,0,0
Naatan Skyttä,3,3,0,0,0,0
Islam Slimani,23,22,0,1,0,0
Chris Smalling,16,14,0,1,0,0
Adam Smith,29,25,0,2,0,1
Emile Smith Rowe,9,6,0,2,0,0
Hrvoje Smolčić,1,1,0,0,0,0
Cédric Soares,1,1,0,0,0,0
Cédric Soares,4,3,1,0,0,0
Danilo Soares,34,30,0,0,2,1
Eduard Sobol,20,13,2,0,3,2
Rubén Sobrino,53,39,1,4,6,3
Alex Sola,6,3,0,0,1,0
Dominic Solanke,61,36,11,10,2,1
Augusto Solari,6,6,0,0,0,0
Ola Solbakken,16,10,2,0,1,0
Nikola Soldo,4,3,0,1,0,0
Carlos Soler,6,5,0,0,0,0
Carlos Soler,34,26,0,2,4,0
François-Joseph Sollacaro,0,0,0,0,0,0
Manor Solomon,11,11,0,0,0,0
Yann Sommer,2,2,0,0,0,0
Yann Sommer,1,1,0,0,0,0
Brandon Soppy,4,2,1,0,0,0
Brandon Soppy,22,17,1,1,3,0
David Soria,7,6,0,0,0,0
Roberto Soriano,45,35,1,2,4,2
Borna Sosa,109,70,1,1,1,0
Joaquin Sosa,3,3,0,0,0,0
Hugo Sotelo,0,0,0,0,0,0
Florian Sotoca,135,110,3,13,6,3
Riccardo Sottil,40,31,2,4,3,0
Tomáš Souček,52,41,0,8,1,2
Matìas Soulé,19,11,3,2,2,0
Moussa Soumano,10,7,2,0,1,0
Adama Soumaoro,7,7,0,0,0,0
Boubakary Soumaré,23,22,1,0,0,0
Arnaud Souquet,5,5,0,0,0,0
Dyego Sousa,14,11,2,1,0,0
Harry Souttar,8,4,2,2,0,0
Vinicius Souza,33,25,2,2,2,2
Djibril Sow,49,40,2,3,2,2
Çağlar Söyüncü,2,2,0,0,0,0
Kevin Spadanuda,14,10,0,2,1,1
Djed Spence,0,0,0,0,0,0
Djed Spence,11,7,4,0,0,0
Stijn Spierings,60,48,2,3,3,4
Leonardo Spinazzola,46,36,4,1,3,0
Marco Sportiello,4,2,0,0,0,0
Jack Stacey,1,1,0,0,0,0
Anton Stach,59,36,4,1,5,3
Kostas Stafylidis,18,10,1,2,1,0
Jens Stage,31,29,0,0,1,1
Veit Stange,0,0,0,0,0,0
Josip Stanišić,12,11,0,0,0,1
Junior Stanislas,4,4,0,0,0,0
Jay Stansfield,4,1,0,2,1,0
Niklas Stark,11,11,0,0,0,0
Jason Steele,6,6,0,0,0,0
Calvin Stengs,9,8,1,0,0,0
Pascal Stenzel,13,5,0,0,0,0
Jack Stephens,0,0,0,0,0,0
Jack Stephens,10,9,0,1,0,0
Raheem Sterling,68,53,7,3,4,1
Angelo Stiller,16,14,0,0,1,0
Lars Stindl,81,53,2,9,6,2
Kevin Stöger,138,81,3,5,7,2
Petar Stojanović,49,34,3,2,2,1
John Stones,16,12,0,3,0,0
Jørgen Strand Larsen,29,21,1,2,4,1
Tony Strata,1,1,0,0,0,0
Gabriel Strefezza,101,77,8,6,3,1
Dávid Strelec,4,3,0,0,1,0
Pascal Struijk,35,25,0,5,0,1
Cristhian Stuani,18,9,0,6,2,1
Damián Suárez,47,29,1,0,1,0
Denis Suárez,34,22,2,0,1,0
Mario Suárez,0,0,0,0,0,0
Gabriel Suazo,28,26,0,0,0,1
Isaac Success,81,57,6,3,14,1
Niklas Süle,41,32,3,6,0,0
Ibrahim Sulemana,13,11,1,0,0,1
Kamaldeen Sulemana,40,24,9,4,1,2
Kamaldeen Sulemana,13,9,3,1,0,0
Crysencio Summerville,49,29,3,4,10,2
Ivan Šunjić,17,14,0,2,1,0
Sam Surridge,4,3,0,1,0,0
Suso,64,51,3,2,1,1
Yuito Suzuki,3,0,2,0,1,0
Mattias Svanberg,53,35,4,5,5,0
Mile Svilar,0,0,0,0,0,0
Williot Swedberg,1,1,0,0,0,0
Issiaga Sylla,42,37,1,2,0,0
Issiaga Sylla,30,20,2,1,2,0
Wojciech Szczęsny,2,2,0,0,0,0
Dominik Szoboszlai,150,94,8,5,10,2
Alexander Sørloth,58,41,8,6,2,1
Alexander Sørloth,1,1,0,0,0,0
Nicolás Tagliafico,59,46,0,3,2,1
Jonathan Tah,15,12,0,1,0,0
Benjamin Tahirovic,6,6,0,0,0,0
Waniss Taibi,2,2,0,0,0,0
Flavien Tait,59,45,6,3,1,4
Montassar Talbi,11,9,0,1,0,0
Thibault Tamas,0,0,0,0,0,0
Adrien Tameze,53,44,1,1,4,1
Japhet Tanganga,0,0,0,0,0,0
Renato Tapia,24,18,2,1,0,2
Edmond Tapsoba,31,28,1,0,1,0
Florian Tardieu,45,35,0,1,0,0
Matt Targett,17,12,0,0,0,0
James Tarkowski,23,17,0,5,0,1
Ciprian Tătărușanu,7,5,0,0,0,0
Niklas Tauer,1,1,0,0,0,0
Nuno Tavares,66,47,7,9,2,0
Marcus Tavernier,48,31,5,3,2,0
Enzo Tchato,21,18,1,0,1,1
Aurélien Tchouaméni,63,53,2,3,3,1
Mathys Tel,16,12,1,3,0,0
Semir Telalovic,0,0,0,0,0,0
Alex Telles,42,31,1,2,3,0
Marc-André ter Stegen,12,11,0,0,0,0
Simon Terodde,57,41,1,8,6,0
Filippo Terracciano,14,9,2,1,0,0
Pietro Terracciano,4,4,0,0,0,0
Ramón Terrats,20,13,2,0,2,1
Ramón Terrats,3,3,0,0,0,0
Martin Terrier,56,43,3,8,1,1
Aleksa Terzić,43,32,4,1,0,0
Tetê,28,15,7,2,1,0
Tetê,30,20,2,3,1,0
Kenny Tete,49,39,0,0,3,2
Florian Thauvin,24,13,2,1,2,0
Arthur Theate,23,22,0,0,0,1
Malick Thiaw,15,14,0,1,0,0
Malick Thiaw,1,0,1,0,0,0
Jan Thielmann,29,20,4,1,4,0
Sada Thioub,37,27,4,1,0,1
Luke Thomas,16,11,0,1,0,2
Adrien Thomasson,38,32,2,2,0,1
Adrien Thomasson,42,37,0,2,1,1
Morten Thorsby,10,7,0,1,1,1
Kristian Thorstvedt,28,21,2,3,1,1
Khéphren Thuram,84,57,14,6,3,3
